date,zip_code,permit_type,count,land_use
2019-08-08,77021,Residential,1,Single Family Residential (Shared Driveways)
2019-08-08,77022,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-08,77022,Residential,1,Single Family Residential (Public Street)
2019-08-08,77023,Unrestricted,1,Unrestricted
2019-08-08,77026,Residential,1,Single Family Residential (Shared Driveways)
2019-08-08,77027,Unrestricted,1,Unrestricted
2019-08-08,77027,Unrestricted,1,Unrestricted
2019-08-08,77038,Other,1,Drainage or Detention; Other
2019-08-08,77038,Other,1,Drainage or Detention
2019-08-08,77043,Unrestricted,1,Unrestricted
2019-08-08,77043,Unrestricted,1,Unrestricted
2019-08-08,77043,Unrestricted,1,Unrestricted
2019-08-08,77044,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77048,Unrestricted,1,Unrestricted
2019-08-08,77048,Unrestricted,1,Unrestricted
2019-08-08,77048,Unrestricted,1,Unrestricted
2019-08-08,77048,Unrestricted,1,Unrestricted
2019-08-08,77049,Unrestricted,1,Unrestricted
2019-08-08,77049,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77051,Unrestricted,1,Unrestricted
2019-08-08,77051,Unrestricted,1,Unrestricted
2019-08-08,77055,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-08-08,77059,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-08-08,77060,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-08-08,77066,Commercial,1,Commercial
2019-08-08,77066,Other,1,General Plan
2019-08-08,77070,Unrestricted,1,Unrestricted
2019-08-08,77073,Unrestricted,1,Unrestricted
2019-08-08,77073,Unrestricted,1,Unrestricted
2019-08-08,77078,Unrestricted,1,Unrestricted
2019-08-08,77079,Other,1,"Water Treatment, Production or Repressurization"
2019-08-08,77082,Other,1,"Water Treatment, Production or Repressurization"
2019-08-08,77083,Unrestricted,1,Unrestricted
2019-08-08,77084,Commercial,1,Commercial; Drainage or Detention; Street Dedication
2019-08-08,77084,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77086,Commercial,1,Commercial
2019-08-08,77087,Unrestricted,1,Unrestricted
2019-08-08,77088,Residential,1,Single Family Residential (Public Street)
2019-08-08,77088,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-08,77091,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-08,77091,Unrestricted,1,Unrestricted
2019-08-08,77095,Unrestricted,1,Unrestricted
2019-08-08,77099,Commercial,1,Commercial
2019-08-08,77336,Residential,1,Drainage or Detention; Recreation; Single Family Residential (Shared Driveways)
2019-08-08,77336,Other,1,"Compensating Open Space; Drainage or Detention; Recreation; Water Treatment, Production or Repressurization"
2019-08-08,77346,Unrestricted,1,Unrestricted
2019-08-08,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77354,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77357,Other,1,Lift Station
2019-08-08,77365,Other,1,"Church, School and Institutional"
2019-08-08,77365,Unrestricted,1,Unrestricted
2019-08-08,77373,Residential,1,Single Family Residential (Public Street)
2019-08-08,77373,Other,1,Street Dedication
2019-08-08,77373,Residential,1,"Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization"
2019-08-08,77373,Unrestricted,1,Unrestricted
2019-08-08,77375,Other,1,General Plan
2019-08-08,77375,Residential,1,Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-08-08,77377,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other
2019-08-08,77377,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-08-08,77377,Residential,1,Single Family Residential (Public Street)
2019-08-08,77377,Other,1,General Plan
2019-08-08,77377,Commercial,1,Commercial
2019-08-08,77379,Unrestricted,1,Unrestricted
2019-08-08,77379,Residential,1,Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-08-08,77379,Unrestricted,1,Unrestricted
2019-08-08,77379,Unrestricted,1,Unrestricted
2019-08-08,77379,Residential,1,Single Family Residential (Public Street)
2019-08-08,77386,Unrestricted,1,Unrestricted
2019-08-08,77389,Unrestricted,1,Unrestricted
2019-08-08,77396,Other,1,Drainage or Detention; Landscape or Open Space
2019-08-08,77396,Other,1,General Plan
2019-08-08,77396,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77406,Residential,1,Single Family Residential (Public Street)
2019-08-08,77407,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77407,Unrestricted,1,Unrestricted
2019-08-08,77429,Unrestricted,1,Unrestricted
2019-08-08,77433,Other,1,Street Dedication
2019-08-08,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77433,Other,1,Street Dedication
2019-08-08,77433,Residential,1,Single Family Residential (Public Street)
2019-08-08,77433,Residential,1,Unrestricted; Single Family Residential (PAE 1/PAE 2)
2019-08-08,77447,Residential,1,Single Family Residential (Public Street)
2019-08-08,77447,Unrestricted,1,Unrestricted
2019-08-08,77447,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77447,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-08-08,77447,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77447,Other,1,"Water Treatment, Production or Repressurization"
2019-08-08,77449,Residential,1,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street)
2019-08-08,77449,Residential,1,Single Family Residential (Public Street)
2019-08-08,77449,Residential,1,Single Family Residential (Public Street)
2019-08-08,77484,Residential,1,Single Family Residential (Public Street)
2019-08-08,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77493,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2019-08-08,77493,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-08,77493,Other,1,General Plan
2019-08-08,77493,Unrestricted,1,Unrestricted
2019-08-08,77493,Unrestricted,1,Unrestricted
2019-08-08,77498,Commercial,1,Commercial
2019-08-22,77002,Unrestricted,1,Unrestricted
2019-08-22,77003,Residential,1,Single Family Residential (Public Street)
2019-08-22,77003,Unrestricted,1,Unrestricted
2019-08-22,77004,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-22,77004,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-22,77007,Residential,1,Single Family Residential (Public Street)
2019-08-22,77007,Commercial,1,Commercial
2019-08-22,77007,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-22,77007,Commercial,1,Commercial
2019-08-22,77007,Unrestricted,1,Unrestricted
2019-08-22,77008,Residential,1,Single Family Residential (Public Street)
2019-08-22,77008,Unrestricted,1,Unrestricted
2019-08-22,77008,Residential,1,Single Family Residential (Public Street)
2019-08-22,77009,Residential,1,Single Family Residential (Public Street)
2019-08-22,77009,Residential,1,Single Family Residential (Public Street)
2019-08-22,77011,Residential,1,Single Family Residential (Shared Driveways)
2019-08-22,77015,Unrestricted,1,Unrestricted
2019-08-22,77015,Residential,1,Single Family Residential (Public Street)
2019-08-22,77017,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-22,77018,Unrestricted,1,Unrestricted
2019-08-22,77018,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-22,77018,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-22,77019,Commercial,1,Commercial
2019-08-22,77019,Unrestricted,1,Unrestricted
2019-08-22,77020,Residential,1,Single Family Residential (Public Street)
2019-08-22,77020,Residential,1,Single Family Residential (Public Street)
2019-08-22,77020,Unrestricted,1,Unrestricted
2019-08-22,77020,Residential,1,Single Family Residential (Public Street)
2019-08-22,77020,Residential,1,Single Family Residential (Public Street)
2019-08-22,77020,Residential,1,Single Family Residential (Public Street)
2019-08-22,77021,Residential,1,Single Family Residential (Public Street)
2019-08-22,77021,Residential,1,Single Family Residential (Public Street)
2019-08-22,77022,Residential,1,Single Family Residential (Public Street); Other
2019-08-22,77022,Residential,1,Single Family Residential (Public Street)
2019-08-22,77022,Residential,1,Single Family Residential (Public Street)
2019-08-22,77023,Unrestricted,1,Unrestricted
2019-08-22,77027,Unrestricted,1,Unrestricted
2019-08-22,77027,Unrestricted,1,Unrestricted
2019-08-22,77027,Unrestricted,1,Unrestricted
2019-08-22,77033,Residential,1,Single Family Residential (Public Street)
2019-08-22,77034,Unrestricted,1,Unrestricted; Commercial
2019-08-22,77034,Unrestricted,1,Unrestricted
2019-08-22,77039,Commercial,1,Commercial
2019-08-22,77044,Other,1,Landscape or Open Space; Street Dedication
2019-08-22,77044,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77044,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77044,Unrestricted,1,Unrestricted
2019-08-22,77048,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77049,Unrestricted,1,Unrestricted
2019-08-22,77051,Unrestricted,1,Unrestricted
2019-08-22,77051,Unrestricted,1,Unrestricted
2019-08-22,77055,Residential,1,Single Family Residential (Public Street)
2019-08-22,77055,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2019-08-22,77056,Residential,1,Single Family Residential (Shared Driveways)
2019-08-22,77057,Commercial,1,Commercial
2019-08-22,77059,Residential,1,Single Family Residential (PAE 1/PAE 2)
2019-08-22,77063,Unrestricted,1,Unrestricted
2019-08-22,77066,Unrestricted,1,Unrestricted
2019-08-22,77070,Other,1,General Plan
2019-08-22,77080,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-22,77084,Commercial,1,Commercial; Drainage or Detention; Street Dedication
2019-08-22,77085,Unrestricted,1,Unrestricted
2019-08-22,77087,Unrestricted,1,Unrestricted
2019-08-22,77088,Residential,1,Single Family Residential (Public Street)
2019-08-22,77091,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2019-08-22,77095,Unrestricted,1,Unrestricted
2019-08-22,77095,Unrestricted,1,Unrestricted
2019-08-22,77095,Other,1,General Plan
2019-08-22,77096,Residential,1,Single Family Residential (Public Street)
2019-08-22,77098,Unrestricted,1,Unrestricted
2019-08-22,77098,Unrestricted,1,Unrestricted Intended for Multifamily
2019-08-22,77336,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77336,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77336,Other,1,"Compensating Open Space; Drainage or Detention; Recreation; Water Treatment, Production or Repressurization"
2019-08-22,77336,Commercial,1,Commercial
2019-08-22,77336,Residential,1,Drainage or Detention; Single Family Residential (Public Street)
2019-08-22,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77354,Other,1,Drainage or Detention
2019-08-22,77357,Other,1,Lift Station
2019-08-22,77365,Unrestricted,1,Unrestricted; Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station
2019-08-22,77373,Unrestricted,1,Unrestricted
2019-08-22,77373,Unrestricted,1,Unrestricted
2019-08-22,77373,Other,1,Lift Station
2019-08-22,77373,Residential,1,Single Family Residential (Public Street)
2019-08-22,77373,Residential,1,"Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization"
2019-08-22,77375,Other,1,General Plan
2019-08-22,77375,Unrestricted,1,Unrestricted
2019-08-22,77377,Residential,1,Single Family Residential (Public Street)
2019-08-22,77379,Unrestricted,1,Unrestricted
2019-08-22,77379,Residential,1,Single Family Residential (Public Street)
2019-08-22,77379,Commercial,1,Commercial
2019-08-22,77396,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77396,Other,1,General Plan
2019-08-22,77396,Other,1,Drainage or Detention; Landscape or Open Space
2019-08-22,77406,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77406,Residential,1,Single Family Residential (Public Street)
2019-08-22,77406,Other,1,General Plan
2019-08-22,77406,Residential,1,Single Family Residential (Public Street)
2019-08-22,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77407,Residential,1,Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2019-08-22,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2019-08-22,77429,Commercial,1,Commercial
2019-08-22,77433,Residential,1,Single Family Residential (Public Street)
