Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Home mortgage interest paid ,Total charitable contributions,Taxable income,Income tax
,,,,,,,
,,-1,-69,-75,-85,-91,-133
78040,"$75,000 under $100,000",260,236,309,226,15940,2215
78040,"$100,000 under $200,000",230,383,428,271,22964,3794
78040,"$200,000 or more",60,510,323,337,31657,8012
,,,,,,,
78041,,20340,16501,17958,9742,605774,103379
78041,"$1 under $25,000",10490,669,647,200,19636,1685
78041,"$25,000 under $50,000",4820,1627,1864,912,74340,7043
78041,"$50,000 under $75,000",2000,2279,2673,1270,74249,8948
78041,"$75,000 under $100,000",1030,2033,2578,1142,61724,8404
78041,"$100,000 under $200,000",1460,5487,6728,2501,147647,23832
78041,"$200,000 or more",540,4406,3468,3717,228178,53467
,,,,,,,
78043,,17850,5423,7193,4344,286362,41393
78043,"$1 under $25,000",10300,369,646,210,17644,1486
78043,"$25,000 under $50,000",4520,1179,1712,795,66013,5935
78043,"$50,000 under $75,000",1640,1304,1831,973,59066,6786
78043,"$75,000 under $100,000",680,784,1034,745,39241,5137
78043,"$100,000 under $200,000",600,1127,1493,734,57901,9348
78043,"$200,000 or more",110,660,477,887,46497,12701
,,,,,,,
78045,,27460,32537,40910,14790,1034574,176005
78045,"$1 under $25,000",10830,1134,1441,241,23222,2043
78045,"$25,000 under $50,000",6550,3660,5007,1501,101700,9252
78045,"$50,000 under $75,000",3630,5338,7234,2118,132263,14979
78045,"$75,000 under $100,000",2480,5743,8012,2367,144597,18545
78045,"$100,000 under $200,000",3270,10893,14558,5065,319425,50233
78045,"$200,000 or more",700,5769,4658,3498,313367,80953
,,,,,,,
78046,,25960,5761,8311,3752,262680,27095
78046,"$1 under $25,000",15810,329,535,204,25426,2088
78046,"$25,000 under $50,000",6900,1993,2762,1173,87073,6824
78046,"$50,000 under $75,000",2080,1763,2634,1166,67102,6506
78046,"$75,000 under $100,000",700,834,1253,581,37986,4450
78046,"$100,000 under $200,000",470,842,1127,628,45093,7227
78046,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78052,,3300,1787,2963,1730,94463,13626
78052,"$1 under $25,000",1330,69,138,63,3121,298
78052,"$25,000 under $50,000",870,181,313,174,15532,1619
78052,"$50,000 under $75,000",460,278,495,372,17508,2078
78052,"$75,000 under $100,000",280,345,558,324,16477,2092
78052,"$100,000 under $200,000",330,764,1459,797,32745,5211
78052,"$200,000 or more",30,150,0,0,9080,2328
,,,,,,,
78055,,740,832,737,1013,29838,5262
78055,"$1 under $25,000",280,0,196,0,557,50
78055,"$25,000 under $50,000",180,142,0,129,3076,327
78055,"$50,000 under $75,000",110,124,190,131,4214,493
78055,"$75,000 under $100,000",70,95,0,127,4116,518
78055,"$100,000 under $200,000",70,471,351,626,7545,1227
78055,"$200,000 or more",30,0,0,0,10330,2647
,,,,,,,
78056,,920,2572,3979,1679,62176,11238
78056,"$1 under $25,000",200,0,0,0,493,45
78056,"$25,000 under $50,000",140,159,239,59,2646,286
78056,"$50,000 under $75,000",130,264,395,151,5072,644
78056,"$75,000 under $100,000",100,266,373,116,5921,826
78056,"$100,000 under $200,000",270,1294,2028,761,28152,4729
78056,"$200,000 or more",80,589,944,592,19892,4708
,,,,,,,
78057,,470,145,266,80,14406,2051
78057,"$1 under $25,000",170,0,0,0,371,32
78057,"$25,000 under $50,000",140,72,0,0,2258,230
78057,"$50,000 under $75,000",70,0,0,80,2626,345
78057,"$75,000 under $100,000",40,73,266,0,2561,364
78057,"$100,000 under $200,000",50,0,0,0,6590,1080
78057,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78058,,580,404,589,346,23424,4146
78058,"$1 under $25,000",220,75,0,55,522,52
78058,"$25,000 under $50,000",140,0,0,0,2463,245
78058,"$50,000 under $75,000",90,91,329,113,3241,388
78058,"$75,000 under $100,000",50,0,0,0,2988,415
78058,"$100,000 under $200,000",60,238,260,178,6411,1064
78058,"$200,000 or more",20,0,0,0,7799,1982
,,,,,,,
78059,,2230,1161,2060,1123,66136,9664
78059,"$1 under $25,000",820,0,0,0,2092,199
78059,"$25,000 under $50,000",610,192,346,154,10582,1063
78059,"$50,000 under $75,000",350,209,337,208,13343,1642
78059,"$75,000 under $100,000",200,234,441,206,11553,1504
78059,"$100,000 under $200,000",250,526,936,555,28566,5256
78059,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78061,,4000,938,1135,2936,83965,12654
78061,"$1 under $25,000",1920,58,0,104,3694,336
78061,"$25,000 under $50,000",1160,126,247,359,18085,1715
78061,"$50,000 under $75,000",480,194,256,487,16749,1959
78061,"$75,000 under $100,000",210,129,209,242,12036,1609
78061,"$100,000 under $200,000",180,268,423,515,17532,2876
78061,"$200,000 or more",50,163,0,1229,15869,4159
,,,,,,,
78063,,4240,4900,6372,3970,213583,41045
78063,"$1 under $25,000",1420,324,347,151,3720,349
78063,"$25,000 under $50,000",1010,503,673,428,17837,1920
78063,"$50,000 under $75,000",630,700,1109,510,24521,3141
78063,"$75,000 under $100,000",430,855,1106,613,26687,3708
78063,"$100,000 under $200,000",620,1681,2420,1442,64400,10888
78063,"$200,000 or more",130,837,717,826,76418,21039
,,,,,,,
78064,,6380,4187,5837,3950,248057,41218
78064,"$1 under $25,000",2390,158,231,111,5381,507
78064,"$25,000 under $50,000",1490,454,556,429,26841,2722
78064,"$50,000 under $75,000",940,578,1006,582,36529,4483
78064,"$75,000 under $100,000",660,751,1139,699,39751,5311
78064,"$100,000 under $200,000",750,1527,2124,1218,76337,12536
78064,"$200,000 or more",150,719,781,911,63218,15659
,,,,,,,
78065,,4490,1452,2715,1584,102982,14149
78065,"$1 under $25,000",1990,88,157,97,4180,378
78065,"$25,000 under $50,000",1250,187,395,244,20886,2049
78065,"$50,000 under $75,000",630,274,606,310,23741,2830
78065,"$75,000 under $100,000",300,279,530,253,18254,2412
78065,"$100,000 under $200,000",280,624,1027,680,27006,4340
78065,"$200,000 or more",40,0,0,0,8915,2140
,,,,,,,
78066,,310,508,596,241,19959,3793
78066,"$1 under $25,000",80,0,0,0,181,15
78066,"$25,000 under $50,000",50,0,0,0,1055,120
78066,"$50,000 under $75,000",50,171,195,56,1970,248
78066,"$75,000 under $100,000",40,0,0,0,2372,312
78066,"$100,000 under $200,000",90,337,401,185,14381,3098
78066,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78067,,270,0,0,0,6216,946
78067,"$1 under $25,000",160,0,0,0,239,22
78067,"$25,000 under $50,000",50,0,0,0,618,48
78067,"$50,000 under $75,000",40,0,0,0,1809,208
78067,"$75,000 under $100,000",0,0,0,0,0,0
78067,"$100,000 under $200,000",20,0,0,0,3550,668
78067,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78069,,2280,563,1050,697,48748,6598
78069,"$1 under $25,000",1050,0,0,0,2386,216
78069,"$25,000 under $50,000",670,126,210,147,11271,1104
78069,"$50,000 under $75,000",290,123,244,118,11105,1306
78069,"$75,000 under $100,000",130,70,187,123,7922,1024
78069,"$100,000 under $200,000",140,244,409,309,16064,2948
78069,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78070,,8070,17581,25526,15305,584091,118792
78070,"$1 under $25,000",2410,519,691,197,5330,514
78070,"$25,000 under $50,000",1390,758,1239,535,24509,2581
78070,"$50,000 under $75,000",960,1351,1911,1027,37026,4517
78070,"$75,000 under $100,000",800,1915,2802,1182,48009,6316
78070,"$100,000 under $200,000",1760,7314,11966,5267,187089,31190
78070,"$200,000 or more",750,5724,6917,7097,282128,73674
,,,,,,,
78071,,1440,432,742,842,62727,10793
78071,"$1 under $25,000",530,49,0,83,1149,113
78071,"$25,000 under $50,000",320,0,0,0,5520,579
78071,"$50,000 under $75,000",200,114,251,170,7742,906
78071,"$75,000 under $100,000",140,0,0,0,8397,1138
78071,"$100,000 under $200,000",210,182,491,260,22069,3820
78071,"$200,000 or more",40,87,0,329,17850,4237
,,,,,,,
78072,,310,122,172,1133,24957,5883
78072,"$1 under $25,000",80,0,0,0,249,24
78072,"$25,000 under $50,000",80,0,0,103,1447,139
78072,"$50,000 under $75,000",40,0,0,0,1712,217
78072,"$75,000 under $100,000",40,122,172,0,2417,344
78072,"$100,000 under $200,000",40,0,0,1030,4155,719
78072,"$200,000 or more",30,0,0,0,14977,4440
,,,,,,,
78073,,3500,1088,1606,1066,73556,10638
78073,"$1 under $25,000",1640,67,101,61,3377,315
78073,"$25,000 under $50,000",1010,208,326,217,16424,1604
78073,"$50,000 under $75,000",440,214,308,237,16214,1935
78073,"$75,000 under $100,000",230,194,315,228,13553,1748
78073,"$100,000 under $200,000",180,405,556,323,23988,5036
78073,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78076,,4460,892,1797,848,75500,10598
78076,"$1 under $25,000",2690,0,0,0,3187,267
78076,"$25,000 under $50,000",910,152,332,139,12197,986
78076,"$50,000 under $75,000",400,196,406,199,13881,1439
78076,"$75,000 under $100,000",210,182,369,96,12405,1541
78076,"$100,000 under $200,000",210,362,690,414,19903,3119
78076,"$200,000 or more",40,0,0,0,13927,3246
,,,,,,,
78101,,4020,4030,5955,3457,178022,29217
78101,"$1 under $25,000",1270,157,229,53,3267,293
78101,"$25,000 under $50,000",870,320,549,236,16642,1815
78101,"$50,000 under $75,000",600,564,794,406,23587,2940
78101,"$75,000 under $100,000",480,635,1099,468,29124,3762
78101,"$100,000 under $200,000",680,1869,2706,1604,69337,11290
78101,"$200,000 or more",120,485,578,690,36065,9117
,,,,,,,
78102,,7650,2014,2784,3465,186675,25659
78102,"$1 under $25,000",3300,132,103,132,7539,683
78102,"$25,000 under $50,000",2300,255,520,641,41145,3978
78102,"$50,000 under $75,000",960,327,510,443,37310,4458
78102,"$75,000 under $100,000",510,372,489,672,31134,4013
78102,"$100,000 under $200,000",510,619,864,1035,51440,8499
78102,"$200,000 or more",70,309,298,542,18107,4028
,,,,,,,
78108,,17230,28268,42876,22188,763685,113545
78108,"$1 under $25,000",4780,721,1107,430,12609,1134
78108,"$25,000 under $50,000",3240,2733,4260,1684,58716,5669
78108,"$50,000 under $75,000",2800,5052,7362,2923,106569,11948
78108,"$75,000 under $100,000",2480,5793,9012,4195,146958,18449
78108,"$100,000 under $200,000",3590,12246,18795,10978,357298,57285
78108,"$200,000 or more",340,1723,2340,1978,81535,19060
,,,,,,,
78109,,21210,14742,22190,13271,573530,74983
78109,"$1 under $25,000",7560,992,1222,473,20704,1852
78109,"$25,000 under $50,000",6280,3027,4810,2428,113109,10947
78109,"$50,000 under $75,000",3570,3917,5923,3054,137504,15912
78109,"$75,000 under $100,000",2100,3016,4761,2902,125414,16355
78109,"$100,000 under $200,000",1620,3507,5081,4071,156664,25085
78109,"$200,000 or more",80,283,393,343,20135,4832
,,,,,,,
78112,,3700,882,1362,1158,74587,9820
78112,"$1 under $25,000",1630,54,88,78,3424,305
78112,"$25,000 under $50,000",1160,178,301,219,18827,1782
78112,"$50,000 under $75,000",520,282,394,352,19883,2423
78112,"$75,000 under $100,000",230,148,271,225,13385,1721
78112,"$100,000 under $200,000",160,220,308,284,19068,3589
78112,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78113,,1030,796,1062,997,62526,11923
78113,"$1 under $25,000",290,0,97,21,750,72
78113,"$25,000 under $50,000",200,64,0,0,3770,402
78113,"$50,000 under $75,000",150,96,256,153,6195,798
78113,"$75,000 under $100,000",130,70,0,0,8303,1108
78113,"$100,000 under $200,000",190,361,709,416,21184,3648
78113,"$200,000 or more",70,205,0,407,22324,5895
,,,,,,,
78114,,9220,8234,12353,6595,360546,58487
78114,"$1 under $25,000",3210,331,535,235,7855,750
78114,"$25,000 under $50,000",2210,814,1254,696,39362,4070
78114,"$50,000 under $75,000",1350,1177,1703,868,52882,6539
78114,"$75,000 under $100,000",890,1357,2228,924,53006,6856
78114,"$100,000 under $200,000",1330,3518,5173,2585,136541,22561
78114,"$200,000 or more",230,1037,1460,1287,70900,17711
,,,,,,,
78116,,140,0,0,0,25750,7896
78116,"$1 under $25,000",30,0,0,0,0,0
78116,"$25,000 under $50,000",30,0,0,0,551,56
78116,"$50,000 under $75,000",30,0,0,0,1413,170
78116,"$75,000 under $100,000",0,0,0,0,0,0
78116,"$100,000 under $200,000",30,0,0,0,3439,590
78116,"$200,000 or more",20,0,0,0,20347,7080
,,,,,,,
78117,,270,134,168,549,24727,5977
78117,"$1 under $25,000",80,0,0,0,193,20
78117,"$25,000 under $50,000",50,0,0,0,1149,130
78117,"$50,000 under $75,000",30,0,168,0,1145,143
78117,"$75,000 under $100,000",30,0,0,0,1602,227
78117,"$100,000 under $200,000",40,134,0,549,4963,890
78117,"$200,000 or more",40,0,0,0,15675,4567
,,,,,,,
78118,,1830,720,637,2504,115844,28123
78118,"$1 under $25,000",690,0,0,0,1414,129
78118,"$25,000 under $50,000",480,94,0,155,8363,835
78118,"$50,000 under $75,000",250,142,282,237,9668,1210
78118,"$75,000 under $100,000",110,0,0,0,7008,964
78118,"$100,000 under $200,000",160,204,355,412,17818,3176
78118,"$200,000 or more",140,280,0,1700,71573,21809
,,,,,,,
78119,,2170,658,826,1922,89661,18746
78119,"$1 under $25,000",910,0,101,0,1991,183
78119,"$25,000 under $50,000",540,78,0,138,9570,959
78119,"$50,000 under $75,000",320,98,231,139,12504,1566
78119,"$75,000 under $100,000",150,57,0,164,9107,1282
78119,"$100,000 under $200,000",180,178,494,545,19124,3352
78119,"$200,000 or more",70,247,0,936,37365,11404
,,,,,,,
78121,,6210,10130,15293,6977,353357,62140
78121,"$1 under $25,000",1770,233,344,133,4651,454
78121,"$25,000 under $50,000",1110,497,774,376,21101,2272
78121,"$50,000 under $75,000",870,996,1566,633,34417,4179
78121,"$75,000 under $100,000",700,1326,2004,787,42192,5428
78121,"$100,000 under $200,000",1420,5254,8216,2844,147822,24338
78121,"$200,000 or more",340,1824,2389,2204,103174,25469
,,,,,,,
78122,,150,0,0,0,4949,758
78122,"$1 under $25,000",60,0,0,0,119,12
78122,"$25,000 under $50,000",40,0,0,0,761,86
78122,"$50,000 under $75,000",20,0,0,0,883,113
78122,"$75,000 under $100,000",30,0,0,0,3186,547
78122,"$100,000 under $200,000",0,0,0,0,0,0
78122,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78123,,1170,1442,1227,882,65503,12909
78123,"$1 under $25,000",430,0,131,60,980,98
78123,"$25,000 under $50,000",330,136,0,0,6138,649
78123,"$50,000 under $75,000",160,190,319,119,6225,781
78123,"$75,000 under $100,000",90,89,0,0,5791,796
78123,"$100,000 under $200,000",100,398,341,193,10368,1761
78123,"$200,000 or more",60,629,436,510,36001,8824
,,,,,,,
78124,,2900,2411,4178,2318,112052,17388
78124,"$1 under $25,000",1030,91,159,100,2907,270
78124,"$25,000 under $50,000",670,199,363,166,12187,1316
78124,"$50,000 under $75,000",420,285,556,216,16643,2018
78124,"$75,000 under $100,000",270,354,677,273,16415,2132
78124,"$100,000 under $200,000",440,1206,1983,1127,43968,7071
78124,"$200,000 or more",70,276,440,436,19932,4581
,,,,,,,
78130,,35090,32694,45056,28527,1423106,235136
78130,"$1 under $25,000",12090,1572,1592,854,34060,3170
78130,"$25,000 under $50,000",8810,3623,5177,2388,166785,17407
78130,"$50,000 under $75,000",5330,4753,7385,3591,212037,26041
78130,"$75,000 under $100,000",3650,5468,8400,3646,222852,29526
78130,"$100,000 under $200,000",4330,11404,16384,9800,439938,72280
78130,"$200,000 or more",880,5874,6118,8248,347434,86712
,,,,,,,
78132,,13620,35252,52035,31456,1182115,250659
78132,"$1 under $25,000",3710,825,879,397,8484,783
78132,"$25,000 under $50,000",2000,1642,1991,884,36512,3903
78132,"$50,000 under $75,000",1470,2405,3260,1597,56227,6650
78132,"$75,000 under $100,000",1420,3780,5725,2393,85171,10996
78132,"$100,000 under $200,000",3420,14832,23989,11049,365552,60722
78132,"$200,000 or more",1600,11768,16191,15136,630169,167605
,,,,,,,
78133,,8860,10894,14780,9752,421405,74837
78133,"$1 under $25,000",3030,678,898,347,7183,713
78133,"$25,000 under $50,000",1950,847,1270,639,36079,3898
78133,"$50,000 under $75,000",1250,1222,1791,977,49464,6292
78133,"$75,000 under $100,000",940,1419,2214,1102,58112,7900
78133,"$100,000 under $200,000",1280,4105,5636,3188,133925,22407
78133,"$200,000 or more",410,2623,2971,3499,136642,33627
,,,,,,,
78140,,1380,301,402,487,39742,6615
78140,"$1 under $25,000",520,0,0,49,1192,109
78140,"$25,000 under $50,000",480,0,0,0,7692,752
78140,"$50,000 under $75,000",190,120,207,156,7179,797
78140,"$75,000 under $100,000",90,0,0,0,5383,681
78140,"$100,000 under $200,000",100,181,195,282,18296,4276
78140,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78141,,310,40,0,0,14497,2897
78141,"$1 under $25,000",110,0,0,0,242,21
78141,"$25,000 under $50,000",80,40,0,0,1362,135
78141,"$50,000 under $75,000",40,0,0,0,1373,174
78141,"$75,000 under $100,000",40,0,0,0,2476,345
78141,"$100,000 under $200,000",40,0,0,0,9044,2222
78141,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78148,,10130,8351,9132,8543,351498,53032
78148,"$1 under $25,000",3600,324,418,214,11370,1071
78148,"$25,000 under $50,000",2700,1102,1251,799,50577,5236
78148,"$50,000 under $75,000",1460,1384,1658,1149,58107,7238
78148,"$75,000 under $100,000",990,1543,1686,1308,60686,8164
78148,"$100,000 under $200,000",1200,3061,3308,3511,124315,20796
78148,"$200,000 or more",180,937,811,1562,46443,10527
,,,,,,,
78151,,570,125,157,745,31491,7548
78151,"$1 under $25,000",250,0,0,0,455,40
78151,"$25,000 under $50,000",130,50,0,95,2326,234
78151,"$50,000 under $75,000",80,0,157,0,3294,390
78151,"$75,000 under $100,000",30,75,0,0,1627,216
78151,"$100,000 under $200,000",50,0,0,650,5054,911
78151,"$200,000 or more",30,0,0,0,18735,5757
,,,,,,,
78152,,1220,1399,1604,961,59737,10342
78152,"$1 under $25,000",380,0,0,0,892,76
78152,"$25,000 under $50,000",260,158,163,73,5012,549
78152,"$50,000 under $75,000",180,240,237,127,7789,1010
78152,"$75,000 under $100,000",130,209,279,205,8178,1071
78152,"$100,000 under $200,000",230,552,925,556,23243,3782
78152,"$200,000 or more",40,240,0,0,14623,3854
,,,,,,,
78154,,18290,24465,33505,21856,829116,135919
78154,"$1 under $25,000",5310,591,960,350,15408,1408
78154,"$25,000 under $50,000",4050,2416,3502,1632,76575,7832
78154,"$50,000 under $75,000",2940,4056,5725,2697,115827,14031
78154,"$75,000 under $100,000",2300,4580,6615,3794,140468,18682
78154,"$100,000 under $200,000",3210,10182,13847,9744,328560,53917
78154,"$200,000 or more",480,2640,2856,3639,152278,40049
,,,,,,,
78155,,21480,14165,19109,15426,715874,115538
78155,"$1 under $25,000",8550,750,727,471,21487,1998
78155,"$25,000 under $50,000",5830,1478,2190,1204,104931,10726
78155,"$50,000 under $75,000",2820,2081,3103,1725,110737,13537
78155,"$75,000 under $100,000",1790,2256,3227,1768,109726,14529
78155,"$100,000 under $200,000",2060,5301,7590,4800,213186,35006
78155,"$200,000 or more",430,2299,2272,5458,155807,39742
,,,,,,,
78159,,390,63,127,0,12114,2237
78159,"$1 under $25,000",160,0,0,0,405,35
78159,"$25,000 under $50,000",130,0,127,0,2307,238
78159,"$50,000 under $75,000",70,63,0,0,3028,381
78159,"$75,000 under $100,000",0,0,0,0,0,0
78159,"$100,000 under $200,000",30,0,0,0,6374,1583
78159,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78160,,1750,912,1635,916,64698,10183
78160,"$1 under $25,000",590,0,243,0,1399,127
78160,"$25,000 under $50,000",460,114,0,96,8274,841
78160,"$50,000 under $75,000",260,149,274,113,10077,1220
78160,"$75,000 under $100,000",190,169,324,144,11876,1506
78160,"$100,000 under $200,000",220,480,794,563,21577,3490
78160,"$200,000 or more",30,0,0,0,11495,2999
,,,,,,,
78161,,380,134,239,150,12456,1882
78161,"$1 under $25,000",140,61,0,0,308,30
78161,"$25,000 under $50,000",100,0,0,0,1947,205
78161,"$50,000 under $75,000",50,0,239,0,1880,227
78161,"$75,000 under $100,000",40,73,0,150,2623,366
78161,"$100,000 under $200,000",50,0,0,0,5698,1054
78161,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78163,,5340,12562,18437,10833,389959,76879
78163,"$1 under $25,000",1450,327,388,141,3528,329
78163,"$25,000 under $50,000",810,699,1001,412,15516,1713
78163,"$50,000 under $75,000",600,1196,1592,675,23360,2924
78163,"$75,000 under $100,000",610,1517,2305,958,36324,4737
78163,"$100,000 under $200,000",1360,5474,8467,4192,144199,24072
78163,"$200,000 or more",510,3349,4684,4455,167032,43104
,,,,,,,
78164,,1640,570,891,3226,132188,34520
78164,"$1 under $25,000",610,26,152,53,1359,122
78164,"$25,000 under $50,000",390,47,0,77,7112,751
78164,"$50,000 under $75,000",190,99,225,138,7651,936
78164,"$75,000 under $100,000",120,0,0,0,7378,1011
78164,"$100,000 under $200,000",190,192,514,358,20763,3553
78164,"$200,000 or more",140,206,0,2600,87925,28147
,,,,,,,
78201,,19130,5887,6156,5538,363736,54855
78201,"$1 under $25,000",9990,369,512,322,24119,2231
