"ZIP
code [1]",Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-60,-64,-66,-68,-100
76034,"$75,000 under $100,000",780,3752,3553,1873,46167,6295
76034,"$100,000 under $200,000",2820,19813,19982,13250,309766,54154
76034,"$200,000 or more",3300,39523,36557,51730,1623737,474137
,,,,,,,
76035,,770,1431,2144,1585,48930,9799
76035,"$1 under $25,000",230,0,0,0,523,49
76035,"$25,000 under $50,000",150,120,162,96,2542,266
76035,"$50,000 under $75,000",90,91,177,104,3709,464
76035,"$75,000 under $100,000",90,197,329,123,5038,650
76035,"$100,000 under $200,000",140,502,775,587,14672,2571
76035,"$200,000 or more",70,521,701,675,22446,5799
,,,,,,,
76036,,11030,10925,16875,13405,397059,61835
76036,"$1 under $25,000",3770,497,695,342,9481,831
76036,"$25,000 under $50,000",2740,1498,2554,1373,49527,4917
76036,"$50,000 under $75,000",1760,2179,3582,2248,67622,7952
76036,"$75,000 under $100,000",1200,1922,3187,2379,72165,9469
76036,"$100,000 under $200,000",1360,3790,5462,4716,138028,23211
76036,"$200,000 or more",200,1039,1395,2347,60236,15455
,,,,,,,
76039,,18290,14147,20673,17379,689150,112302
76039,"$1 under $25,000",5650,527,866,443,17364,1491
76039,"$25,000 under $50,000",5460,1790,3081,2028,114010,12310
76039,"$50,000 under $75,000",3170,2240,3412,2708,134515,18331
76039,"$75,000 under $100,000",1710,2377,3532,2527,109519,16015
76039,"$100,000 under $200,000",1940,5202,7422,5643,203787,35913
76039,"$200,000 or more",360,2011,2360,4030,109955,28242
,,,,,,,
76040,,13920,8211,12378,10586,374135,54166
76040,"$1 under $25,000",5860,386,563,549,15619,1234
76040,"$25,000 under $50,000",3960,1075,1713,1816,72318,7219
76040,"$50,000 under $75,000",1790,1698,2713,1881,71492,8993
76040,"$75,000 under $100,000",1050,1774,2716,1866,65248,9015
76040,"$100,000 under $200,000",1120,2745,4012,3483,114891,19532
76040,"$200,000 or more",140,533,661,991,34567,8173
,,,,,,,
76041,,170,0,0,0,4711,623
76041,"$1 under $25,000",70,0,0,0,193,18
76041,"$25,000 under $50,000",40,0,0,0,659,64
76041,"$50,000 under $75,000",30,0,0,0,1243,150
76041,"$75,000 under $100,000",30,0,0,0,2616,391
76041,"$100,000 under $200,000",0,0,0,0,0,0
76041,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76043,,2980,1854,3957,3288,116620,19441
76043,"$1 under $25,000",1160,84,136,48,2437,221
76043,"$25,000 under $50,000",630,128,353,253,10559,1026
76043,"$50,000 under $75,000",410,230,527,486,15866,1850
76043,"$75,000 under $100,000",290,269,632,373,17783,2278
76043,"$100,000 under $200,000",400,744,1667,1111,41858,6946
76043,"$200,000 or more",90,399,642,1017,28117,7120
,,,,,,,
76044,,1710,1046,2092,1437,62412,9743
76044,"$1 under $25,000",590,0,0,0,1151,104
76044,"$25,000 under $50,000",410,141,246,184,6879,662
76044,"$50,000 under $75,000",250,101,260,182,9760,1167
76044,"$75,000 under $100,000",190,230,469,278,11406,1524
76044,"$100,000 under $200,000",230,377,885,514,22603,3719
76044,"$200,000 or more",40,197,232,279,10613,2567
,,,,,,,
76048,,10050,8029,12077,10656,395016,72267
76048,"$1 under $25,000",4090,474,805,415,9678,887
76048,"$25,000 under $50,000",2380,717,1338,975,41731,4233
76048,"$50,000 under $75,000",1360,993,1691,1282,54261,6707
76048,"$75,000 under $100,000",820,964,1522,1200,50254,6756
76048,"$100,000 under $200,000",1060,2742,3873,3364,111156,18979
76048,"$200,000 or more",340,2139,2848,3420,127936,34705
,,,,,,,
76049,,12310,14777,25044,23385,686128,126276
76049,"$1 under $25,000",3790,776,1208,604,8817,801
76049,"$25,000 under $50,000",2390,1189,2132,1184,40841,4164
76049,"$50,000 under $75,000",1780,1749,2910,1954,71742,8987
76049,"$75,000 under $100,000",1490,2176,3933,2701,91711,12303
76049,"$100,000 under $200,000",2230,5727,10294,7857,232755,39260
76049,"$200,000 or more",630,3160,4567,9085,240262,60761
,,,,,,,
76050,,2630,1852,3751,2722,106073,18158
76050,"$1 under $25,000",950,84,153,72,1848,164
76050,"$25,000 under $50,000",580,177,386,242,10325,1030
76050,"$50,000 under $75,000",380,281,573,327,14680,1701
76050,"$75,000 under $100,000",280,306,646,372,16826,2126
76050,"$100,000 under $200,000",370,739,1559,962,36982,6126
76050,"$200,000 or more",70,265,434,747,25412,7011
,,,,,,,
76051,,23650,41855,52929,42068,1442224,279879
76051,"$1 under $25,000",6920,916,1200,575,18712,1659
76051,"$25,000 under $50,000",4800,2458,3161,2042,96416,10635
76051,"$50,000 under $75,000",3070,3990,5366,3076,129341,17636
76051,"$75,000 under $100,000",2330,5300,7150,3842,147773,21632
76051,"$100,000 under $200,000",4800,18263,23939,15785,524709,93294
76051,"$200,000 or more",1730,10928,12113,16748,525273,135023
,,,,,,,
76052,,7740,18510,27402,14487,456107,80010
76052,"$1 under $25,000",1870,398,565,263,4754,421
76052,"$25,000 under $50,000",1220,1287,2083,724,22493,2183
76052,"$50,000 under $75,000",1230,2285,3576,1271,46767,5364
76052,"$75,000 under $100,000",1110,3108,4639,2077,65379,8195
76052,"$100,000 under $200,000",1870,8532,12542,5935,190882,31680
76052,"$200,000 or more",440,2900,3997,4217,125832,32167
,,,,,,,
76053,,14160,7366,11486,9878,390303,59760
76053,"$1 under $25,000",5860,460,773,512,14317,1235
76053,"$25,000 under $50,000",4030,1265,2051,1602,73907,7592
76053,"$50,000 under $75,000",1990,1550,2599,1980,80997,10373
76053,"$75,000 under $100,000",1100,1519,2359,1732,69357,9652
76053,"$100,000 under $200,000",1070,2170,3239,3116,108842,18447
76053,"$200,000 or more",110,402,465,936,42883,12461
,,,,,,,
76054,,6200,12329,14676,15039,360396,63838
76054,"$1 under $25,000",1660,487,496,340,4098,360
76054,"$25,000 under $50,000",1070,1030,1438,871,20814,2248
76054,"$50,000 under $75,000",850,1473,1832,1375,33658,4290
76054,"$75,000 under $100,000",780,1787,2203,1792,48590,6772
76054,"$100,000 under $200,000",1490,5497,6522,6330,157879,27133
76054,"$200,000 or more",350,2055,2185,4331,95357,23035
,,,,,,,
76055,,1160,306,609,556,30249,4032
76055,"$1 under $25,000",500,0,0,0,1015,95
76055,"$25,000 under $50,000",330,48,0,186,5542,523
76055,"$50,000 under $75,000",140,108,314,137,5546,652
76055,"$75,000 under $100,000",90,0,0,0,5448,706
76055,"$100,000 under $200,000",100,150,295,233,12698,2056
76055,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76058,,7480,4508,7369,5144,224354,32775
76058,"$1 under $25,000",2920,270,383,184,6512,594
76058,"$25,000 under $50,000",1910,543,1034,526,32078,3108
76058,"$50,000 under $75,000",1110,717,1346,807,42859,4967
76058,"$75,000 under $100,000",700,793,1331,1021,42480,5545
76058,"$100,000 under $200,000",730,1724,2771,1877,72462,11933
76058,"$200,000 or more",110,461,504,729,27963,6628
,,,,,,,
76059,,1950,1056,1276,3713,41046,5708
76059,"$1 under $25,000",970,84,0,195,1836,159
76059,"$25,000 under $50,000",490,164,290,479,7630,722
76059,"$50,000 under $75,000",250,233,300,604,8822,954
76059,"$75,000 under $100,000",110,165,232,518,6521,790
76059,"$100,000 under $200,000",110,410,454,1077,10835,1792
76059,"$200,000 or more",20,0,0,840,5402,1291
,,,,,,,
76060,,3490,6209,7261,5737,158659,28048
76060,"$1 under $25,000",1280,190,285,84,2882,261
76060,"$25,000 under $50,000",720,443,656,365,13107,1350
76060,"$50,000 under $75,000",430,685,805,651,16584,2059
76060,"$75,000 under $100,000",350,1013,1210,815,21165,2711
76060,"$100,000 under $200,000",560,2532,2952,2096,57700,9740
76060,"$200,000 or more",150,1346,1353,1726,47221,11927
,,,,,,,
76061,,290,173,244,250,10128,1617
76061,"$1 under $25,000",110,53,0,0,268,25
76061,"$25,000 under $50,000",70,0,0,0,1252,134
76061,"$50,000 under $75,000",40,0,0,0,1488,193
76061,"$75,000 under $100,000",30,120,244,250,2079,271
76061,"$100,000 under $200,000",40,0,0,0,5041,994
76061,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76063,,29310,63227,77700,57467,1588892,293119
76063,"$1 under $25,000",9000,1981,2271,1076,22495,1975
76063,"$25,000 under $50,000",5600,4467,5934,3395,103584,10305
76063,"$50,000 under $75,000",3990,7130,9474,5399,155185,18624
76063,"$75,000 under $100,000",3270,9428,12469,7552,192878,24850
76063,"$100,000 under $200,000",5830,26368,33609,22691,597084,99908
76063,"$200,000 or more",1620,13853,13943,17354,517666,137457
,,,,,,,
76064,,840,736,1487,1044,34899,5360
76064,"$1 under $25,000",250,0,0,0,498,41
76064,"$25,000 under $50,000",200,83,207,87,3537,350
76064,"$50,000 under $75,000",140,114,220,161,5271,596
76064,"$75,000 under $100,000",100,134,271,164,6202,788
76064,"$100,000 under $200,000",130,405,789,632,13140,2140
76064,"$200,000 or more",20,0,0,0,6251,1445
,,,,,,,
76065,,14650,22314,37527,24971,741565,127102
76065,"$1 under $25,000",4340,769,1038,359,10781,960
76065,"$25,000 under $50,000",2770,1839,2996,1401,50257,5040
76065,"$50,000 under $75,000",2130,2915,4971,2413,81854,9446
76065,"$75,000 under $100,000",1810,3748,6359,3366,108743,13648
76065,"$100,000 under $200,000",3010,9808,17022,9961,306492,50373
76065,"$200,000 or more",590,3235,5141,7471,183438,47635
,,,,,,,
76066,,1400,1034,1512,1249,53306,9444
76066,"$1 under $25,000",550,70,0,57,1242,115
76066,"$25,000 under $50,000",310,99,258,123,5512,566
76066,"$50,000 under $75,000",210,135,267,134,8110,966
76066,"$75,000 under $100,000",140,136,181,172,8571,1152
76066,"$100,000 under $200,000",140,307,484,309,13892,2370
76066,"$200,000 or more",50,287,322,454,15979,4275
,,,,,,,
76067,,7900,2222,3364,3813,203767,30373
76067,"$1 under $25,000",3700,191,192,188,8442,762
76067,"$25,000 under $50,000",2050,259,373,472,34921,3445
76067,"$50,000 under $75,000",980,389,695,528,37435,4325
76067,"$75,000 under $100,000",600,390,679,693,36158,4584
76067,"$100,000 under $200,000",480,679,1094,1016,47606,7855
76067,"$200,000 or more",90,314,331,916,39205,9402
,,,,,,,
76070,,190,158,402,312,11350,2022
76070,"$1 under $25,000",50,0,0,0,0,0
76070,"$25,000 under $50,000",40,0,0,0,825,88
76070,"$50,000 under $75,000",30,0,0,0,1091,131
76070,"$75,000 under $100,000",20,0,0,0,1592,216
76070,"$100,000 under $200,000",50,158,402,312,7842,1587
76070,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76071,,1560,1633,2722,1464,60217,10021
76071,"$1 under $25,000",530,0,0,0,1328,112
76071,"$25,000 under $50,000",380,221,357,133,6649,639
76071,"$50,000 under $75,000",250,232,428,147,10021,1216
76071,"$75,000 under $100,000",150,281,476,192,8578,1102
76071,"$100,000 under $200,000",210,670,1145,628,21975,3702
76071,"$200,000 or more",40,229,316,364,11666,3250
,,,,,,,
76073,,2320,1720,3761,2580,91964,14725
76073,"$1 under $25,000",770,103,157,94,2113,202
76073,"$25,000 under $50,000",510,190,403,258,9069,935
76073,"$50,000 under $75,000",390,256,635,362,15169,1808
76073,"$75,000 under $100,000",270,356,806,424,16597,2159
76073,"$100,000 under $200,000",330,618,1420,1001,32872,5418
76073,"$200,000 or more",50,197,340,441,16144,4203
,,,,,,,
76077,,260,113,269,82,8925,1384
76077,"$1 under $25,000",90,0,0,0,162,15
76077,"$25,000 under $50,000",70,0,0,0,1007,93
76077,"$50,000 under $75,000",30,0,0,0,1053,134
76077,"$75,000 under $100,000",30,113,269,82,1963,262
76077,"$100,000 under $200,000",40,0,0,0,4740,880
76077,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76078,,3850,3300,6356,3201,146184,23123
76078,"$1 under $25,000",1230,157,292,71,2878,261
76078,"$25,000 under $50,000",930,334,729,292,15892,1541
76078,"$50,000 under $75,000",660,557,1141,487,24756,2819
76078,"$75,000 under $100,000",430,549,1068,548,25581,3188
76078,"$100,000 under $200,000",530,1374,2551,1198,53914,9032
76078,"$200,000 or more",70,329,575,605,23163,6282
,,,,,,,
76082,,7760,5168,9520,5624,262193,40266
76082,"$1 under $25,000",2840,323,526,299,6264,592
76082,"$25,000 under $50,000",1860,632,1248,571,32503,3317
76082,"$50,000 under $75,000",1180,763,1474,803,45925,5410
76082,"$75,000 under $100,000",860,1102,2082,1143,51472,6579
76082,"$100,000 under $200,000",910,1897,3584,2097,91684,15294
76082,"$200,000 or more",110,451,606,711,34345,9074
,,,,,,,
76084,,3230,1432,3303,1766,83590,11021
76084,"$1 under $25,000",1220,111,286,106,2636,228
76084,"$25,000 under $50,000",910,231,536,179,15260,1435
76084,"$50,000 under $75,000",530,296,700,375,19922,2277
76084,"$75,000 under $100,000",310,295,688,438,18425,2259
76084,"$100,000 under $200,000",240,499,1093,668,22473,3654
76084,"$200,000 or more",20,0,0,0,4874,1168
,,,,,,,
76085,,4660,4903,8572,5131,199467,32757
76085,"$1 under $25,000",1560,232,320,134,3649,334
76085,"$25,000 under $50,000",1010,419,743,361,17725,1777
76085,"$50,000 under $75,000",650,588,1142,623,25417,3109
76085,"$75,000 under $100,000",520,859,1590,810,31520,4021
76085,"$100,000 under $200,000",760,2144,3667,2166,77091,12909
76085,"$200,000 or more",160,661,1110,1037,44065,10607
,,,,,,,
76086,,9290,6176,8372,9377,310977,53538
76086,"$1 under $25,000",3760,531,553,405,9516,869
76086,"$25,000 under $50,000",2340,780,1120,907,42265,4394
76086,"$50,000 under $75,000",1430,1087,1647,1394,57554,7183
76086,"$75,000 under $100,000",820,980,1613,1096,50229,6725
76086,"$100,000 under $200,000",770,1830,2454,2608,78074,13183
76086,"$200,000 or more",170,968,985,2967,73339,21184
,,,,,,,
76087,,12220,21073,29561,21963,762210,148726
76087,"$1 under $25,000",3790,702,856,420,8807,799
76087,"$25,000 under $50,000",2110,1473,1862,1286,38003,3963
76087,"$50,000 under $75,000",1580,2231,3188,1925,62743,7694
76087,"$75,000 under $100,000",1380,3012,4531,2582,83844,10987
76087,"$100,000 under $200,000",2650,9120,13461,8759,280471,47491
76087,"$200,000 or more",710,4535,5663,6991,288342,77792
,,,,,,,
76088,,5060,5768,9544,7138,249559,48335
76088,"$1 under $25,000",1710,255,516,196,3940,366
76088,"$25,000 under $50,000",1070,586,961,365,18595,1879
76088,"$50,000 under $75,000",770,855,1485,817,29369,3458
76088,"$75,000 under $100,000",540,850,1600,884,32607,4201
76088,"$100,000 under $200,000",800,2195,3793,2316,81278,13492
76088,"$200,000 or more",170,1027,1189,2560,83770,24939
,,,,,,,
76092,,12530,98466,91090,92794,2723392,744397
76092,"$1 under $25,000",3100,1298,930,335,7113,666
76092,"$25,000 under $50,000",1000,1960,1655,731,19056,2141
76092,"$50,000 under $75,000",700,2528,2178,1178,26262,3439
76092,"$75,000 under $100,000",590,3508,3178,1584,33001,4374
76092,"$100,000 under $200,000",2530,23177,21839,10789,273513,47369
76092,"$200,000 or more",4610,65995,61310,78177,2364447,686408
,,,,,,,
76093,,980,471,893,913,32668,5258
76093,"$1 under $25,000",340,0,0,0,751,71
76093,"$25,000 under $50,000",270,93,223,107,4728,486
76093,"$50,000 under $75,000",180,90,154,118,6859,799
76093,"$75,000 under $100,000",100,127,275,160,6061,741
76093,"$100,000 under $200,000",90,161,241,528,14269,3161
76093,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76102,,4030,13100,5915,92711,1140841,303224
76102,"$1 under $25,000",1380,182,0,179,2993,287
76102,"$25,000 under $50,000",770,159,324,329,16818,1965
76102,"$50,000 under $75,000",600,328,517,458,27920,4344
76102,"$75,000 under $100,000",360,421,620,438,24388,4165
76102,"$100,000 under $200,000",520,1343,1459,1733,57612,11096
76102,"$200,000 or more",400,10667,2995,89574,1011110,281367
,,,,,,,
76103,,6200,1709,2579,3153,114687,15985
76103,"$1 under $25,000",3180,109,197,218,6341,515
76103,"$25,000 under $50,000",1760,388,590,707,27211,2566
76103,"$50,000 under $75,000",640,327,627,567,24937,3051
76103,"$75,000 under $100,000",320,350,529,577,19891,2861
76103,"$100,000 under $200,000",270,397,636,1084,27654,4845
76103,"$200,000 or more",30,138,0,0,8653,2147
,,,,,,,
76104,,6960,1762,1908,2675,106308,19396
76104,"$1 under $25,000",4530,77,133,266,7485,583
76104,"$25,000 under $50,000",1690,196,309,768,25522,2343
76104,"$50,000 under $75,000",410,200,261,505,16045,2074
76104,"$75,000 under $100,000",160,248,324,276,10032,1536
76104,"$100,000 under $200,000",130,476,598,475,13750,2539
76104,"$200,000 or more",40,565,283,385,33474,10321
,,,,,,,
76105,,8850,371,597,1808,68167,6688
76105,"$1 under $25,000",5830,43,0,262,9478,736
76105,"$25,000 under $50,000",2380,154,348,811,30882,2447
76105,"$50,000 under $75,000",490,116,249,464,17044,1828
76105,"$75,000 under $100,000",100,58,0,271,5755,777
76105,"$100,000 under $200,000",50,0,0,0,5008,900
76105,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76106,,13590,1056,1507,2164,153712,16230
76106,"$1 under $25,000",7550,73,215,175,14616,1179
76106,"$25,000 under $50,000",4490,331,458,471,61408,4923
76106,"$50,000 under $75,000",1110,194,288,451,38024,3855
76106,"$75,000 under $100,000",300,140,210,229,17261,2178
76106,"$100,000 under $200,000",120,318,336,838,11878,1983
76106,"$200,000 or more",20,0,0,0,10525,2112
,,,,,,,
76107,,14030,40481,27852,58073,1534709,397910
76107,"$1 under $25,000",5010,1214,1105,476,14555,1292
76107,"$25,000 under $50,000",3240,1856,1691,1263,65467,7332
76107,"$50,000 under $75,000",1790,2389,2213,1429,77908,11344
76107,"$75,000 under $100,000",990,2618,2308,1484,64662,10347
76107,"$100,000 under $200,000",1580,7543,6685,5020,174802,32859
76107,"$200,000 or more",1420,24861,13850,48401,1137315,334736
,,,,,,,
76108,,18250,17342,25305,18325,729887,125321
76108,"$1 under $25,000",6410,562,922,401,16674,1482
76108,"$25,000 under $50,000",4670,1835,3048,1595,86893,8809
76108,"$50,000 under $75,000",2820,2698,4121,2217,114267,14306
76108,"$75,000 under $100,000",1810,2692,4140,2683,112044,15154
76108,"$100,000 under $200,000",2070,6124,8470,5949,213951,36772
76108,"$200,000 or more",470,3431,4604,5480,186058,48798
,,,,,,,
76109,,9630,37981,28857,42480,1156004,291490
76109,"$1 under $25,000",2720,817,478,302,8117,724
76109,"$25,000 under $50,000",1870,1474,1017,659,40538,4551
76109,"$50,000 under $75,000",1080,1914,1520,1274,45885,6453
76109,"$75,000 under $100,000",770,2619,2110,1834,47880,7253
76109,"$100,000 under $200,000",1560,9685,8036,6660,170092,29709
76109,"$200,000 or more",1630,21472,15696,31751,843492,242800
,,,,,,,
76110,,12800,10696,10843,9382,381034,71353
76110,"$1 under $25,000",6160,356,363,254,13364,1078
76110,"$25,000 under $50,000",3660,835,942,624,56028,5156
76110,"$50,000 under $75,000",1270,1008,1055,619,48916,5998
76110,"$75,000 under $100,000",540,1192,1294,747,33658,4757
76110,"$100,000 under $200,000",810,3740,3950,2734,85756,14911
76110,"$200,000 or more",360,3565,3239,4404,143312,39453
,,,,,,,
76111,,9230,2086,2857,2531,149754,19288
76111,"$1 under $25,000",4540,165,281,184,9221,732
76111,"$25,000 under $50,000",3060,425,569,635,44780,3951
76111,"$50,000 under $75,000",980,481,713,436,35887,4032
76111,"$75,000 under $100,000",340,263,452,350,20750,2874
76111,"$100,000 under $200,000",270,545,628,694,26711,4605
76111,"$200,000 or more",40,207,214,232,12405,3094
,,,,,,,
76112,,18460,7918,11694,16337,380129,57042
76112,"$1 under $25,000",9610,558,1070,956,20095,1585
76112,"$25,000 under $50,000",5010,1533,2725,3082,85723,8369
76112,"$50,000 under $75,000",1900,1447,2478,3034,75766,9846
76112,"$75,000 under $100,000",920,1113,1801,2445,57363,8191
76112,"$100,000 under $200,000",840,2000,2630,3721,85853,15019
76112,"$200,000 or more",180,1267,990,3099,55329,14032
,,,,,,,
76114,,10890,3795,4577,5241,241371,37069
76114,"$1 under $25,000",5090,274,331,242,12135,1047
76114,"$25,000 under $50,000",3350,546,876,798,55525,5358
76114,"$50,000 under $75,000",1380,514,777,758,54372,6672
76114,"$75,000 under $100,000",570,427,632,598,35225,4900
76114,"$100,000 under $200,000",390,663,901,1013,38906,6850
76114,"$200,000 or more",110,1371,1060,1832,45208,12242
,,,,,,,
76115,,8450,640,995,1443,91088,10058
76115,"$1 under $25,000",4870,67,120,115,8151,639
76115,"$25,000 under $50,000",2630,150,304,438,34948,2749
76115,"$50,000 under $75,000",680,165,226,329,23594,2454
76115,"$75,000 under $100,000",160,80,112,227,9040,1143
76115,"$100,000 under $200,000",110,178,233,334,15355,3073
76115,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76116,,21750,21922,20859,24438,943209,193896
76116,"$1 under $25,000",9130,820,737,580,22980,2020
76116,"$25,000 under $50,000",5810,1681,1960,1671,107475,11348
76116,"$50,000 under $75,000",2630,2218,2701,1908,109408,14687
